Section_Name,Score,Section,Horizon,Height,Holcacephalus tenerus,Modocia cf.oweni,Bolaspidella wellsvillensis,Bolaspidella burnetensis,Cedarina cordilleras,Kormagnostus simplex,Cedarina eurycheilos,Modocia cf.centralis,Meteoraspis cf.robusta,Syspacheilus cf.camurus,Genevievella cf.spinosa,Apsotreta orifera,Coosella beltensis,Kinsabia varigata,Coosella granulosa,Coosia connata,Sponge spicule B,Pseudagnostus? nordicus,Norwoodia quadrangularis,Arcuolimbus convexus,Opisthotreta depressa,Tricrepicephalus coria,Tricrepicephalus texanus,Sponge spicule A,Sponge spicule C,Kingstonia pontotocensis,Llanoaspis virginica,Llanoaspis modesta,Metoeraspis metra,Coosella cf.widnerensis,Coosia cf.albertensis,Crepicephalus australis,Llanoaspis undulata,Llanoaspis undulata granulata,Maryvillia cf.ariston,Meteoraspis cf.loisi,Pemphigaspis inexpectans,Crepicephalus perplexus,Llanoaspis peculiaris,Crepicephalus cf.iowensis,Cheilocephalus breviloba,Aphelaspis walcotti,Dictyonina perforata,Aphelaspis spinosa,Raaschella ornata,Cheilocephalus minutus,Geragnostus cf.tumidosus,Aphelaspis constricta,Aphelaspis longifrons,Dunderbergia variagranula,Dytremacephalus laevis,Labiostria platifrons,Labiostria conveximarginata,Pseudagnostus communis,Angulotreta triangularis,Pseudagnostus josephus,Angulotreta triangularis digitalis,Dytremacephalus granulosus,Apsotreta expansus,Labiostria sigmoidalis,Dysoristus lochmanae,Dieracephalus aster
White_Creek,0.913412614,2,21,21,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,1,-1,0,0,0,0,-1,-1
White_Creek,0.914450444,2,22,22,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0,1,0,-1,-1
White_Creek,0.960740016,2,23,23,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,1,-1,0,0,-1,0,-1,0,1,1,1,-1,-1
White_Creek,0.971880568,2,24,24,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0,1,0,-1,-1
James_River,0.024984102,3,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,0,1,0,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1
James_River,0.0379288,3,2,2,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,0,1,1,1,-1,0,0,-1,1,1,1,1,-1,-1,0,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1
James_River,0.052837138,3,3,3,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,0,1,1,1,-1,0,0,-1,1,1,1,0,-1,-1,0,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1
James_River,0.262237263,3,4,4,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,1,1,0,-1,-1,0,-1,1,-1,0,0,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1
James_River,0.269568862,3,5,5,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,1,1,0,-1,-1,0,-1,1,-1,1,0,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1
James_River,0.439249224,3,6,6,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,1,1,0,-1,-1,1,-1,0,-1,0,1,1,1,-1,1,-1,1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1
